4246_109|-0.008553 -0.134403 0.134384 0.212743 -0.418646 0.257725 -0.318564 0.074221 -0.202153 -0.335233 -0.127009 -0.068496 0.011144 0.220565 -0.094658 0.303837 0.206070 -0.264193 -0.388634 -0.058841 0.024511 -0.024775 0.050754 -0.236850 -0.127764 -0.427424 0.247778 -0.478368 -0.158616 -0.030875 0.307534 -0.115197 -0.073947 0.404848 0.366290 0.088058 -0.251180 -0.351578 -0.155315 -0.330114 -0.340941 -0.327834 0.151417 -0.297112 -0.066834 0.473488 -0.324892 0.026818 0.296796 0.306581 0.521308 0.117943 0.439863 -0.164350 -0.147353 -0.299463 -0.318498 -0.120648 0.297809 -0.128124 -0.129183 -0.084938 -0.073298 0.214181|1
9262_109|-0.014464 -0.125371 0.130702 0.213454 -0.418468 0.250399 -0.322203 0.063860 -0.195770 -0.323789 -0.134959 -0.079939 0.024040 0.223244 -0.083528 0.315092 0.203738 -0.270721 -0.384452 -0.058598 0.022939 -0.023016 0.051114 -0.239149 -0.131957 -0.440348 0.247707 -0.466001 -0.169561 -0.033342 0.318248 -0.105969 -0.073727 0.414354 0.376892 0.073292 -0.257915 -0.355998 -0.157168 -0.334409 -0.338990 -0.338409 0.148507 -0.300203 -0.065843 0.483080 -0.333527 0.027033 0.307280 0.306857 0.532374 0.120764 0.438254 -0.161553 -0.143068 -0.294217 -0.321238 -0.119524 0.294931 -0.140653 -0.120050 -0.074129 -0.072699 0.227067|1
5494_109|-0.018972 -0.125469 0.132551 0.208396 -0.402209 0.241660 -0.314513 0.059424 -0.201194 -0.314718 -0.131502 -0.078521 0.021405 0.211929 -0.086568 0.304690 0.199718 -0.262477 -0.374080 -0.058626 0.016957 -0.017250 0.054943 -0.230705 -0.132937 -0.417343 0.237683 -0.462629 -0.153661 -0.039403 0.305217 -0.106422 -0.070103 0.403085 0.361752 0.084941 -0.248862 -0.347859 -0.158867 -0.324520 -0.325875 -0.325053 0.144443 -0.289210 -0.058000 0.464525 -0.315100 0.021170 0.288174 0.303403 0.517427 0.123983 0.428176 -0.163599 -0.132744 -0.294210 -0.319918 -0.123528 0.294578 -0.138769 -0.126841 -0.077858 -0.079597 0.206142|1
11223_109|-0.020474 -0.116427 0.133582 0.196559 -0.402370 0.240740 -0.301414 0.054465 -0.191153 -0.316415 -0.125879 -0.073457 0.012722 0.210921 -0.080554 0.294763 0.188193 -0.255422 -0.376042 -0.045414 0.018376 -0.026035 0.052561 -0.231187 -0.131292 -0.417746 0.238616 -0.445935 -0.154408 -0.037650 0.293641 -0.107662 -0.064468 0.392665 0.355272 0.080776 -0.248994 -0.336394 -0.151633 -0.312113 -0.334023 -0.321296 0.135143 -0.277314 -0.066918 0.451620 -0.310188 0.017734 0.284521 0.308519 0.506018 0.108988 0.414092 -0.145857 -0.134538 -0.285409 -0.305312 -0.106972 0.289158 -0.123113 -0.117038 -0.072024 -0.072903 0.216117|1
17913_109|-0.017813 -0.118890 0.123026 0.207147 -0.399677 0.241544 -0.298430 0.067964 -0.197861 -0.316460 -0.131634 -0.075599 0.019632 0.220344 -0.082654 0.303606 0.196569 -0.252056 -0.370970 -0.044966 0.016746 -0.021240 0.057103 -0.227130 -0.122569 -0.424072 0.231166 -0.458544 -0.158010 -0.027460 0.301472 -0.102682 -0.071406 0.399957 0.360424 0.071761 -0.253181 -0.343448 -0.147759 -0.313437 -0.332839 -0.323435 0.139684 -0.279540 -0.058789 0.456168 -0.313229 0.019519 0.286658 0.296457 0.512432 0.122012 0.416483 -0.158192 -0.138921 -0.285350 -0.309414 -0.107329 0.281756 -0.134838 -0.124790 -0.078573 -0.072701 0.218650|1
20340_109|-0.016189 -0.118276 0.136980 0.202252 -0.417237 0.244410 -0.301175 0.069500 -0.199778 -0.318634 -0.130576 -0.081679 0.014495 0.210566 -0.086466 0.311461 0.194485 -0.257222 -0.375688 -0.047192 0.014269 -0.017825 0.054023 -0.240821 -0.122366 -0.416930 0.243378 -0.460066 -0.162654 -0.030957 0.312314 -0.113785 -0.072589 0.401601 0.361200 0.073170 -0.246180 -0.339573 -0.149446 -0.317569 -0.333197 -0.332223 0.142121 -0.281009 -0.063640 0.468355 -0.313393 0.027617 0.288995 0.299825 0.511104 0.110136 0.426356 -0.155700 -0.138634 -0.279305 -0.319263 -0.116695 0.279665 -0.126295 -0.124045 -0.072060 -0.082919 0.209282|0
6155_109|-0.014764 -0.139956 0.131676 0.222001 -0.438687 0.257472 -0.318141 0.064535 -0.209420 -0.331586 -0.137540 -0.069698 0.011083 0.231218 -0.093588 0.320542 0.210587 -0.272074 -0.399428 -0.050146 0.026801 -0.025658 0.067487 -0.248600 -0.129093 -0.442892 0.252367 -0.482632 -0.163473 -0.032960 0.328132 -0.108046 -0.068625 0.418070 0.378965 0.077084 -0.268706 -0.361116 -0.157330 -0.327374 -0.345768 -0.343697 0.156948 -0.308152 -0.065717 0.491021 -0.332958 0.017865 0.313742 0.331073 0.533207 0.128687 0.440138 -0.165330 -0.140356 -0.295226 -0.329050 -0.128143 0.295536 -0.145499 -0.119804 -0.074383 -0.084457 0.222603|0
1464_109|-0.007127 -0.141608 0.150658 0.239437 -0.471138 0.287126 -0.351927 0.080804 -0.212228 -0.365180 -0.141279 -0.079830 0.027932 0.250705 -0.103928 0.344364 0.231259 -0.303780 -0.439044 -0.060845 0.025421 -0.029669 0.057853 -0.273833 -0.147714 -0.476706 0.285548 -0.522700 -0.182853 -0.045176 0.345526 -0.125940 -0.074013 0.459554 0.417822 0.089576 -0.295811 -0.393494 -0.175167 -0.364812 -0.383493 -0.371458 0.169254 -0.323342 -0.060099 0.520007 -0.372203 0.016993 0.338743 0.349130 0.591671 0.134244 0.490683 -0.170127 -0.167128 -0.323114 -0.350934 -0.130083 0.335392 -0.153440 -0.145710 -0.095492 -0.092149 0.246030|1
14922_109|-0.011638 -0.120502 0.117675 0.182118 -0.375003 0.221792 -0.274510 0.065732 -0.173773 -0.285262 -0.113455 -0.065160 0.023205 0.191593 -0.076431 0.269917 0.183651 -0.230855 -0.342761 -0.054973 0.019884 -0.029509 0.055470 -0.214246 -0.111743 -0.384994 0.227189 -0.420030 -0.141012 -0.037329 0.282092 -0.105153 -0.055089 0.363957 0.329621 0.069449 -0.230363 -0.306121 -0.130477 -0.284996 -0.302960 -0.295836 0.133954 -0.256045 -0.049688 0.412045 -0.291455 0.019514 0.271826 0.279431 0.467004 0.104383 0.381086 -0.145795 -0.123018 -0.258560 -0.286061 -0.102048 0.263349 -0.122171 -0.113369 -0.070322 -0.070603 0.186467|1
19673_109|-0.021078 -0.117047 0.126199 0.209883 -0.399246 0.240170 -0.309026 0.067495 -0.193741 -0.308974 -0.127858 -0.073580 0.022874 0.211731 -0.086174 0.300429 0.198848 -0.253344 -0.379526 -0.050075 0.018998 -0.020074 0.056286 -0.234042 -0.122221 -0.412228 0.233427 -0.452906 -0.153816 -0.028385 0.295364 -0.115307 -0.070781 0.391730 0.361796 0.076650 -0.253994 -0.334879 -0.144816 -0.318735 -0.325676 -0.329569 0.148326 -0.289301 -0.061577 0.457305 -0.312798 0.025383 0.293898 0.305861 0.502639 0.108615 0.414307 -0.160222 -0.132647 -0.287284 -0.310486 -0.119204 0.274889 -0.135031 -0.110898 -0.066519 -0.075516 0.211237|0
14527_109|-0.006456 -0.125906 0.133206 0.194023 -0.399174 0.231281 -0.288754 0.065213 -0.186505 -0.308637 -0.129488 -0.065094 0.023878 0.204303 -0.078654 0.299205 0.187794 -0.254700 -0.360343 -0.054214 0.017832 -0.020975 0.051908 -0.233650 -0.120021 -0.406392 0.228165 -0.446680 -0.144575 -0.035207 0.299285 -0.095806 -0.056874 0.384170 0.348442 0.075341 -0.245817 -0.324576 -0.147323 -0.302208 -0.319283 -0.317493 0.133704 -0.279494 -0.065428 0.444061 -0.307545 0.029143 0.282282 0.291093 0.488856 0.119577 0.399029 -0.150503 -0.132722 -0.270752 -0.296415 -0.112313 0.283425 -0.133070 -0.107577 -0.064765 -0.073776 0.208765|0
