1758|-0.174134 0.068473 0.031733 -0.136677 -0.457800 0.145843 -0.109741 -0.318513 -0.185212 0.193181 -0.288526 0.021354 -0.122663 0.027339 0.089756 0.057282 -0.631687 0.054506 0.265963 -0.023303 -0.312716 0.135982 0.486270 0.097246 -0.563056 -0.198210 -0.252275 -0.192502 0.330771 0.485655 0.485784 -0.048608 -0.442786 -0.180207 -0.215576 0.128672 -0.194880 -0.194211 0.025598 0.147000 -0.144166 0.064725 -0.239738 0.056763 0.140588 0.370925 -0.213708 -0.378433 0.061987 -0.222968 -0.099012 0.073552 -0.098099 0.157027 -0.075970 -0.047365 -0.059775 -0.057293 -0.190881 -0.274423 -0.289674 0.030408 -0.284026 0.198728|1|4
209|-0.161738 0.062693 0.017201 -0.116660 -0.383945 0.121867 -0.105425 -0.274743 -0.157971 0.162453 -0.245225 0.009852 -0.098136 0.034877 0.073615 0.042652 -0.553874 0.054012 0.215906 -0.024099 -0.269647 0.119843 0.432686 0.080661 -0.495357 -0.172058 -0.212517 -0.170804 0.292174 0.426761 0.424440 -0.045578 -0.399310 -0.162273 -0.186762 0.104287 -0.170822 -0.168473 0.020166 0.134001 -0.126867 0.053810 -0.196166 0.051586 0.115138 0.312126 -0.183990 -0.329735 0.063203 -0.194481 -0.086300 0.071487 -0.084126 0.139980 -0.051164 -0.042754 -0.061516 -0.048602 -0.157967 -0.232819 -0.240972 0.033473 -0.242008 0.177873|1|4
1375|-0.156126 0.050845 0.029900 -0.100601 -0.379311 0.111098 -0.090692 -0.263073 -0.156481 0.161937 -0.227800 0.007991 -0.103678 0.028849 0.065166 0.042122 -0.543050 0.048323 0.222872 -0.021618 -0.255610 0.110702 0.418876 0.074616 -0.470341 -0.163887 -0.215438 -0.164227 0.284490 0.416470 0.399181 -0.038884 -0.383624 -0.155812 -0.170661 0.112572 -0.161378 -0.170747 0.024652 0.122729 -0.124621 0.046467 -0.201214 0.052939 0.112992 0.302919 -0.186462 -0.318077 0.051627 -0.177356 -0.078352 0.057207 -0.087765 0.136924 -0.052554 -0.045569 -0.059730 -0.035575 -0.159375 -0.239032 -0.241826 0.034355 -0.230099 0.168079|1|4
1453|-0.141841 0.055118 0.022568 -0.096610 -0.361769 0.110705 -0.096496 -0.246977 -0.152063 0.157380 -0.214575 0.019980 -0.082656 0.022133 0.074223 0.044861 -0.499060 0.045003 0.206941 -0.021491 -0.244628 0.102076 0.396112 0.074255 -0.451099 -0.154962 -0.191124 -0.153799 0.268100 0.380239 0.383446 -0.041146 -0.365548 -0.138859 -0.157424 0.100704 -0.162417 -0.150956 0.026147 0.127713 -0.107810 0.041654 -0.188296 0.038893 0.103375 0.287656 -0.172887 -0.298089 0.058534 -0.168710 -0.070682 0.064509 -0.084902 0.123938 -0.047569 -0.048438 -0.053948 -0.047621 -0.141861 -0.211462 -0.232469 0.027169 -0.224816 0.159958|1|4
1185|-0.135377 0.041022 0.022479 -0.095435 -0.330426 0.100096 -0.086245 -0.229772 -0.130063 0.143035 -0.210144 0.013935 -0.079286 0.021972 0.065099 0.042281 -0.483958 0.052052 0.191667 -0.015961 -0.241348 0.094216 0.368920 0.066837 -0.421656 -0.140424 -0.178886 -0.154799 0.257758 0.370648 0.357163 -0.042511 -0.333432 -0.143796 -0.147491 0.103416 -0.153520 -0.147677 0.028869 0.120761 -0.107815 0.045336 -0.165458 0.046266 0.108146 0.280584 -0.155232 -0.281526 0.046863 -0.168963 -0.065311 0.056503 -0.069636 0.124916 -0.045550 -0.041393 -0.049054 -0.034620 -0.136807 -0.196843 -0.208655 0.021042 -0.201014 0.141064|1|4
1381|-0.158521 0.062186 0.029508 -0.111443 -0.416952 0.132311 -0.094406 -0.295692 -0.166568 0.181606 -0.263576 0.021544 -0.100907 0.035263 0.073996 0.050488 -0.587782 0.050260 0.240909 -0.023903 -0.293992 0.115159 0.444426 0.087297 -0.511966 -0.173766 -0.227410 -0.184656 0.307245 0.456511 0.440985 -0.054520 -0.409218 -0.161293 -0.191987 0.113838 -0.180230 -0.186096 0.035705 0.143907 -0.136237 0.055238 -0.207304 0.058980 0.134571 0.329063 -0.199689 -0.339229 0.059325 -0.198211 -0.079406 0.063419 -0.083582 0.147244 -0.057163 -0.047904 -0.065677 -0.042208 -0.182005 -0.260204 -0.255697 0.027431 -0.251106 0.172516|1|4
1437|-0.152332 0.057392 0.017423 -0.108365 -0.389813 0.110958 -0.087271 -0.265985 -0.157690 0.167811 -0.240806 0.003835 -0.103605 0.033923 0.071353 0.041051 -0.551536 0.050047 0.217629 -0.021120 -0.273862 0.110965 0.429336 0.086341 -0.488580 -0.158549 -0.209022 -0.167825 0.285412 0.422971 0.422479 -0.049309 -0.394078 -0.163069 -0.177695 0.110630 -0.166835 -0.180091 0.032477 0.129038 -0.122065 0.055750 -0.205025 0.053836 0.119132 0.316559 -0.187143 -0.324436 0.057184 -0.190513 -0.080242 0.062169 -0.086003 0.137301 -0.060077 -0.049238 -0.054239 -0.044971 -0.163726 -0.232229 -0.252499 0.031361 -0.233607 0.171749|1|4
1110|-0.147725 0.054072 0.019927 -0.105233 -0.342948 0.104288 -0.081699 -0.244072 -0.145965 0.142066 -0.221502 0.017428 -0.087403 0.030910 0.069178 0.030932 -0.488668 0.043271 0.190083 -0.018334 -0.245368 0.106796 0.381046 0.066170 -0.437561 -0.155334 -0.192114 -0.156399 0.253911 0.379015 0.370044 -0.049639 -0.340278 -0.142776 -0.163491 0.100094 -0.151643 -0.146213 0.018034 0.121179 -0.105802 0.050839 -0.182056 0.047813 0.113726 0.280230 -0.160262 -0.292384 0.056050 -0.162772 -0.068982 0.065119 -0.070389 0.115637 -0.050363 -0.042146 -0.053671 -0.035075 -0.138757 -0.205548 -0.215305 0.018357 -0.207255 0.142911|1|4
1550|-0.146659 0.059607 0.022243 -0.093346 -0.353682 0.113275 -0.082428 -0.249251 -0.136519 0.156411 -0.222040 0.007310 -0.091341 0.027996 0.069603 0.030637 -0.489535 0.037727 0.199218 -0.019527 -0.242325 0.096287 0.379890 0.076733 -0.440833 -0.146467 -0.194564 -0.164691 0.258134 0.379033 0.364809 -0.043327 -0.342289 -0.137636 -0.165339 0.106004 -0.158439 -0.163725 0.016857 0.121769 -0.107170 0.041228 -0.182386 0.042377 0.103856 0.288744 -0.166497 -0.288491 0.042651 -0.176613 -0.077828 0.059399 -0.073834 0.125794 -0.059714 -0.037651 -0.047264 -0.034597 -0.147335 -0.220481 -0.225103 0.024240 -0.221805 0.157715|1|4
1644|-0.147260 0.061440 0.018709 -0.102782 -0.377879 0.118274 -0.097807 -0.258504 -0.152372 0.163282 -0.223055 0.012333 -0.092338 0.026054 0.067031 0.042458 -0.531165 0.043361 0.217245 -0.011032 -0.261985 0.107576 0.406653 0.080575 -0.462033 -0.156399 -0.210229 -0.174812 0.284097 0.403277 0.390815 -0.039823 -0.368949 -0.149883 -0.171806 0.112174 -0.156013 -0.167485 0.020158 0.117861 -0.123223 0.053535 -0.192358 0.046864 0.110436 0.300580 -0.176350 -0.312244 0.054942 -0.173046 -0.073093 0.068490 -0.076618 0.135998 -0.064746 -0.040815 -0.056476 -0.043509 -0.160978 -0.223373 -0.229258 0.024091 -0.233409 0.157312|1|4
1252|-0.146959 0.049832 0.015311 -0.097779 -0.341949 0.101795 -0.092717 -0.248359 -0.150792 0.156920 -0.217517 0.011611 -0.085414 0.018299 0.075486 0.043550 -0.494323 0.053681 0.206288 -0.008301 -0.251468 0.109515 0.389680 0.067345 -0.439025 -0.144808 -0.193131 -0.162529 0.258518 0.375305 0.376433 -0.041631 -0.360680 -0.149750 -0.157238 0.106362 -0.160219 -0.156680 0.029392 0.127293 -0.118482 0.050010 -0.174679 0.049307 0.113218 0.279167 -0.164274 -0.294151 0.045586 -0.176105 -0.077593 0.058010 -0.077774 0.120703 -0.048263 -0.047733 -0.046621 -0.036492 -0.139424 -0.205216 -0.223632 0.028816 -0.222397 0.153517|1|4
2167|-0.139589 0.055976 0.022452 -0.106605 -0.355805 0.104254 -0.077276 -0.249607 -0.138926 0.156975 -0.214769 0.014081 -0.094647 0.027140 0.061707 0.036103 -0.494710 0.043813 0.197095 -0.009210 -0.239712 0.106199 0.374646 0.070512 -0.435795 -0.149847 -0.193215 -0.163502 0.267374 0.383021 0.378265 -0.047294 -0.349616 -0.138536 -0.166191 0.108167 -0.151150 -0.150269 0.025249 0.111454 -0.116290 0.040474 -0.179572 0.043013 0.107311 0.284093 -0.168861 -0.289048 0.053342 -0.174300 -0.074380 0.050763 -0.072753 0.129182 -0.059762 -0.032746 -0.057312 -0.043244 -0.149152 -0.220034 -0.212568 0.024104 -0.216430 0.148288|1|4
1581|-0.161570 0.067643 0.026050 -0.116685 -0.418003 0.125426 -0.110221 -0.295693 -0.175763 0.187216 -0.259529 0.013219 -0.107008 0.038875 0.078874 0.042680 -0.589294 0.053847 0.242872 -0.009363 -0.288319 0.119406 0.456308 0.089435 -0.512188 -0.180991 -0.224138 -0.183849 0.304206 0.445156 0.449877 -0.044215 -0.413373 -0.170888 -0.192567 0.111281 -0.180255 -0.187694 0.027593 0.141944 -0.141758 0.060870 -0.207957 0.055389 0.125150 0.331061 -0.189489 -0.344134 0.062335 -0.192359 -0.087033 0.070238 -0.083368 0.138754 -0.069903 -0.042248 -0.062685 -0.053325 -0.168598 -0.249464 -0.263075 0.032027 -0.251573 0.179433|1|4
1348|-0.131737 0.051089 0.016494 -0.104716 -0.349053 0.101214 -0.079605 -0.249263 -0.145961 0.142689 -0.216771 0.015767 -0.081081 0.034816 0.070540 0.044751 -0.486152 0.050736 0.198424 -0.015601 -0.241730 0.103963 0.385247 0.063930 -0.434121 -0.144712 -0.192364 -0.160415 0.253123 0.372062 0.372126 -0.040931 -0.340290 -0.139437 -0.160007 0.102939 -0.146016 -0.150158 0.029886 0.107317 -0.113747 0.052485 -0.177307 0.038207 0.108299 0.279209 -0.161105 -0.286121 0.042603 -0.169322 -0.074617 0.053416 -0.076443 0.120327 -0.051804 -0.044452 -0.057015 -0.045724 -0.146960 -0.209829 -0.218052 0.024344 -0.206752 0.149444|1|4
1345|-0.138435 0.039563 0.013392 -0.086233 -0.316502 0.107242 -0.077098 -0.228871 -0.135199 0.137897 -0.205187 0.007949 -0.078926 0.017902 0.068904 0.038241 -0.456565 0.044363 0.179714 -0.020077 -0.229028 0.087382 0.343998 0.062081 -0.402251 -0.133603 -0.175779 -0.146401 0.238254 0.354863 0.345819 -0.037432 -0.330034 -0.132836 -0.142018 0.087846 -0.135546 -0.145357 0.018184 0.103040 -0.100306 0.046481 -0.160248 0.036544 0.097338 0.263038 -0.150796 -0.268487 0.052937 -0.158579 -0.072306 0.062054 -0.077618 0.111125 -0.044584 -0.038008 -0.043065 -0.037095 -0.137141 -0.189428 -0.204049 0.023149 -0.204986 0.142512|1|4
1435|-0.143195 0.047404 0.016503 -0.104284 -0.362929 0.105370 -0.082726 -0.261162 -0.153747 0.154615 -0.219911 0.012627 -0.091032 0.026116 0.063444 0.039090 -0.523429 0.054480 0.208915 -0.007846 -0.251665 0.114581 0.405329 0.076988 -0.450362 -0.160332 -0.204962 -0.166207 0.267963 0.398153 0.395096 -0.039584 -0.366657 -0.142479 -0.163917 0.105314 -0.159700 -0.156751 0.022091 0.116384 -0.123280 0.049611 -0.183538 0.047224 0.106497 0.301876 -0.169438 -0.308497 0.058096 -0.178458 -0.067260 0.062744 -0.076305 0.132079 -0.055655 -0.035878 -0.051406 -0.045202 -0.154748 -0.232902 -0.227953 0.032232 -0.221500 0.155480|1|4
931|-0.124406 0.041552 0.014398 -0.088482 -0.336729 0.105808 -0.077830 -0.234696 -0.142467 0.136342 -0.196171 0.012633 -0.076781 0.032597 0.059345 0.027665 -0.460979 0.036389 0.188430 -0.009903 -0.226581 0.096994 0.366406 0.072753 -0.416595 -0.132936 -0.186250 -0.155475 0.250680 0.365085 0.356465 -0.036345 -0.322391 -0.132635 -0.159200 0.101087 -0.138785 -0.151171 0.026617 0.109584 -0.098346 0.044222 -0.167066 0.043089 0.105588 0.260848 -0.157853 -0.264890 0.049725 -0.155983 -0.061912 0.047409 -0.065162 0.113777 -0.050460 -0.037315 -0.051182 -0.042910 -0.141326 -0.202916 -0.214403 0.029991 -0.203540 0.142324|1|4
1123|-0.137741 0.048894 0.024478 -0.095913 -0.339860 0.098186 -0.079767 -0.238816 -0.136709 0.145256 -0.206217 0.006105 -0.080891 0.028553 0.064437 0.028261 -0.468778 0.040887 0.188007 -0.015390 -0.233766 0.101341 0.368083 0.072969 -0.414901 -0.137357 -0.179200 -0.152214 0.249585 0.366790 0.358725 -0.044425 -0.329899 -0.141006 -0.156383 0.093911 -0.144300 -0.143923 0.027007 0.115735 -0.114157 0.043184 -0.165801 0.033682 0.099885 0.274787 -0.159042 -0.276794 0.043661 -0.163506 -0.070353 0.050695 -0.076050 0.115898 -0.053261 -0.030850 -0.042095 -0.044185 -0.135243 -0.196493 -0.201786 0.019592 -0.197423 0.149669|1|4
1650|-0.141876 0.047103 0.027582 -0.103025 -0.350954 0.100263 -0.087894 -0.240736 -0.143129 0.146599 -0.221462 0.005194 -0.093262 0.028254 0.057831 0.043318 -0.493553 0.048354 0.201193 -0.008555 -0.247068 0.097858 0.379708 0.064680 -0.438764 -0.141897 -0.191898 -0.154151 0.264601 0.370320 0.373706 -0.038127 -0.354392 -0.146216 -0.167948 0.105908 -0.157012 -0.155738 0.026435 0.116311 -0.116425 0.039071 -0.172195 0.044252 0.104094 0.285794 -0.158006 -0.282490 0.055535 -0.173935 -0.072565 0.058471 -0.078532 0.127942 -0.060048 -0.038589 -0.053299 -0.047123 -0.141743 -0.209975 -0.212139 0.034428 -0.208054 0.148302|1|4
1472|-0.139395 0.059384 0.019061 -0.104659 -0.355494 0.100229 -0.089598 -0.239419 -0.142561 0.151083 -0.217504 0.007837 -0.091988 0.021909 0.060134 0.041434 -0.498248 0.052463 0.202934 -0.010786 -0.237963 0.111005 0.381295 0.077653 -0.441834 -0.142613 -0.194512 -0.161260 0.261883 0.386112 0.376969 -0.042538 -0.349934 -0.146997 -0.162080 0.099225 -0.151567 -0.151450 0.024454 0.114217 -0.118059 0.038529 -0.175194 0.038569 0.109545 0.290079 -0.162411 -0.287059 0.056502 -0.175186 -0.065210 0.053368 -0.081282 0.128259 -0.051812 -0.035705 -0.046875 -0.038608 -0.149897 -0.217167 -0.221666 0.023047 -0.215354 0.152896|1|4
1353|-0.165833 0.064032 0.016884 -0.113423 -0.396482 0.130128 -0.098819 -0.281435 -0.152910 0.175960 -0.251498 0.013307 -0.099684 0.036213 0.077505 0.047451 -0.561622 0.053927 0.221261 -0.020938 -0.280013 0.117811 0.425560 0.086611 -0.495225 -0.171788 -0.220018 -0.174387 0.292748 0.429636 0.424292 -0.054379 -0.391002 -0.155662 -0.180733 0.110404 -0.171957 -0.168887 0.032329 0.141237 -0.123440 0.056330 -0.199195 0.050254 0.119528 0.315886 -0.188318 -0.326822 0.060673 -0.192666 -0.086714 0.071470 -0.082073 0.133032 -0.059045 -0.040934 -0.051390 -0.052125 -0.172879 -0.240841 -0.248007 0.026804 -0.242395 0.166481|1|4
1225|-0.153189 0.048758 0.030179 -0.109682 -0.393859 0.114447 -0.103269 -0.268432 -0.150744 0.169218 -0.236721 0.011886 -0.108037 0.029463 0.071223 0.046992 -0.545291 0.044641 0.214202 -0.022346 -0.269696 0.110676 0.429552 0.087192 -0.477605 -0.174407 -0.207260 -0.166983 0.288072 0.424939 0.419535 -0.048603 -0.384133 -0.159093 -0.172760 0.114813 -0.167595 -0.166540 0.032144 0.136753 -0.120320 0.048928 -0.190165 0.047308 0.119170 0.315665 -0.187182 -0.325704 0.055312 -0.179493 -0.081844 0.060680 -0.080746 0.138026 -0.066803 -0.051997 -0.058997 -0.038559 -0.170555 -0.230291 -0.248749 0.034662 -0.247362 0.164220|1|4
1241|-0.127718 0.056928 0.014602 -0.094879 -0.342388 0.109749 -0.087879 -0.230728 -0.145596 0.141231 -0.203038 0.011167 -0.093360 0.027239 0.061734 0.040264 -0.476748 0.049238 0.199697 -0.011743 -0.233076 0.102804 0.362448 0.069260 -0.423316 -0.139859 -0.180379 -0.149403 0.256875 0.374237 0.364420 -0.045635 -0.335388 -0.135969 -0.161206 0.101805 -0.151221 -0.154746 0.020358 0.110565 -0.105454 0.043531 -0.178451 0.034480 0.099247 0.281000 -0.164755 -0.274248 0.048092 -0.171293 -0.065144 0.062195 -0.071838 0.124798 -0.055432 -0.047052 -0.042114 -0.037330 -0.144906 -0.205598 -0.216534 0.026532 -0.211671 0.147945|1|4
1186|-0.163785 0.057093 0.021483 -0.112827 -0.394320 0.126376 -0.104262 -0.268543 -0.166096 0.171697 -0.251131 0.020712 -0.101679 0.036612 0.075489 0.037080 -0.551726 0.048425 0.222466 -0.014408 -0.273247 0.118027 0.435784 0.080333 -0.495405 -0.163426 -0.221596 -0.174505 0.292764 0.432954 0.420528 -0.042102 -0.391040 -0.154670 -0.181131 0.118145 -0.164813 -0.177127 0.027343 0.138127 -0.134372 0.052648 -0.198026 0.049512 0.124556 0.328537 -0.181566 -0.325317 0.053205 -0.192985 -0.083318 0.071890 -0.086091 0.133902 -0.053852 -0.055381 -0.052557 -0.042683 -0.174169 -0.247229 -0.256916 0.028170 -0.241842 0.174343|1|4
1578|-0.137133 0.043627 0.023231 -0.107834 -0.351485 0.116504 -0.084133 -0.248601 -0.142306 0.159614 -0.219778 0.004953 -0.091277 0.035126 0.074410 0.039551 -0.501031 0.045184 0.201517 -0.011224 -0.250673 0.105811 0.385668 0.072462 -0.444094 -0.150447 -0.190733 -0.156247 0.262176 0.390982 0.372269 -0.048262 -0.357157 -0.139358 -0.159336 0.099996 -0.154663 -0.160381 0.018286 0.115657 -0.120815 0.054121 -0.184554 0.045056 0.112748 0.297471 -0.164455 -0.287763 0.047947 -0.166494 -0.072920 0.055891 -0.085272 0.131699 -0.059625 -0.037145 -0.053645 -0.042556 -0.149111 -0.214205 -0.222797 0.018983 -0.226337 0.155462|1|4
1373|-0.149556 0.050828 0.015788 -0.101632 -0.356573 0.115607 -0.097444 -0.248493 -0.145410 0.157557 -0.230106 0.015932 -0.093019 0.030383 0.074670 0.047553 -0.521341 0.049916 0.202334 -0.023755 -0.247072 0.114617 0.396641 0.074210 -0.452828 -0.150563 -0.198031 -0.160592 0.270647 0.399468 0.395268 -0.037911 -0.363896 -0.147967 -0.168131 0.106804 -0.161472 -0.153164 0.024983 0.121397 -0.121501 0.040320 -0.187132 0.054187 0.117245 0.289735 -0.166900 -0.302129 0.054517 -0.181390 -0.077023 0.057932 -0.072365 0.126576 -0.052816 -0.049378 -0.053774 -0.034351 -0.149846 -0.218186 -0.232393 0.020998 -0.225473 0.161798|1|4
401|-0.154412 0.047882 0.026994 -0.099098 -0.379966 0.112438 -0.086971 -0.264458 -0.146314 0.171649 -0.237459 0.008743 -0.093956 0.023886 0.076947 0.042631 -0.534600 0.051625 0.207042 -0.005045 -0.254033 0.114207 0.411497 0.074741 -0.473111 -0.167746 -0.205758 -0.159548 0.286742 0.405572 0.395844 -0.040398 -0.376782 -0.153846 -0.166169 0.110602 -0.163082 -0.173016 0.027939 0.132252 -0.130335 0.054375 -0.196990 0.046272 0.123472 0.311491 -0.179181 -0.301581 0.045286 -0.178825 -0.083069 0.059460 -0.084003 0.136716 -0.058810 -0.045657 -0.054336 -0.043910 -0.165695 -0.233801 -0.232306 0.018997 -0.236594 0.166964|1|4
1861|-0.148348 0.058302 0.028722 -0.099301 -0.348074 0.112462 -0.095927 -0.251751 -0.144410 0.145145 -0.221211 0.013498 -0.088497 0.027127 0.064724 0.033463 -0.510976 0.045236 0.197711 -0.019984 -0.250541 0.097844 0.384752 0.065838 -0.441185 -0.153428 -0.188300 -0.164684 0.272717 0.394258 0.387959 -0.040656 -0.357763 -0.140102 -0.164581 0.096703 -0.158199 -0.158275 0.029775 0.123154 -0.120920 0.041709 -0.189349 0.041263 0.110582 0.289534 -0.169502 -0.295821 0.044177 -0.164481 -0.079072 0.057228 -0.072560 0.119398 -0.053222 -0.044875 -0.053757 -0.043453 -0.142680 -0.220711 -0.229021 0.019553 -0.221307 0.155328|1|4
