21083_4 [-0.36571, 0.76223, -0.025526, 0.4941, -0.689197, -0.049971, -0.606843, -1.24286, -0.124081, -0.316473, -0.249156, -0.035096, -0.300894, 1.102357, -0.292428, 1.44858, -0.523405, -0.587043, -0.734411, 0.541491, 0.563574, 0.239791, -0.737861, -0.508225, -1.544119, 0.524497, -1.041663, 0.624072, -0.932022, -0.714425, 0.550991, 0.43118, -1.408692, 1.977943, 1.355045, 0.802288, 0.834092, 1.841309, 0.662936, -0.615924, -1.709412, -0.33254, -0.339399, 0.949477, -0.706704, 1.065749, 0.437613, 1.153632, -0.165753, -0.116594, 0.6689, -0.778639, -1.770497, 1.461218, 1.46981, -0.762538, -0.210372, 0.747456, -2.167591, 1.040209, -0.811835, -0.837358, 1.418625, -0.463502] 0
11503_4 [0.626475, 0.34863, -0.196732, 0.43498, 0.617136, -0.249166, -0.183191, -0.29329, 0.088707, -0.851626, -0.357629, -0.513494, 1.266619, -0.276932, 0.031866, -0.960916, -0.787851, -0.793598, 1.777912, -0.135417, -1.042956, 1.553768, 0.888335, -0.764882, -0.726023, -0.394892, -0.800291, 0.116777, -1.249378, 0.771786, -1.053784, -0.343257, -0.086862, 0.899125, 1.032317, 0.301143, -0.703845, 0.178607, -0.512163, -0.780172, 0.90278, 0.618947, -0.195612, -0.234058, -0.993117, -0.924605, -0.774928, 1.225891, -0.95622, -0.504492, -1.138935, -0.765051, 0.531192, -1.160953, -0.416268, 0.438667, 0.746722, 0.291754, -0.276151, -1.033027, 0.534383, 0.623978, -0.518829, -0.258987] 0
11097_4 [0.756876, 0.865365, -0.404443, -1.624969, 0.495366, -0.372282, 0.170851, -0.07711, -0.371905, 0.864353, -0.728861, -0.191729, 0.773398, -0.149664, -1.026809, 0.406727, -1.12594, -1.074612, -0.681222, 0.327598, -0.401368, 0.726823, 0.023786, 0.200192, -1.029339, -0.158594, -0.569859, 0.895274, 0.426482, 1.395426, -0.878753, 0.768504, -0.791183, -0.093692, 0.680761, -0.888449, -0.495027, 0.460956, -1.601895, -0.086641, 1.418245, 0.244114, 2.056923, -1.304608, -0.434148, -0.525716, 0.119481, -0.914625, -1.264114, 0.260065, -1.556524, -0.416671, 0.067544, 0.017829, -0.690323, -0.628738, -0.667768, 0.498459, 0.959825, -0.55291, -2.366166, 0.160349, 1.001701, 0.855398] 0
9569_4 [0.423945, 0.128245, -0.489372, 0.61888, 1.029829, -1.832668, 1.261733, 0.1091, -0.850228, -0.308358, 0.827423, 0.352366, 0.990407, -1.308724, -0.258006, -1.349532, -0.215435, 0.404793, 1.750963, 0.046284, -0.374241, 0.590243, 0.498743, -0.35764, 1.250319, 0.24067, -0.712849, 0.022225, -0.631815, 0.41455, 1.56335, 0.56144, 0.556272, 0.25988, -1.341166, 0.016821, 0.174562, -0.353109, 0.134722, 0.563335, -0.240546, 0.840947, 0.491082, -0.843002, -0.35965, 0.319759, -1.346648, 0.664702, -0.979769, 1.691753, 0.499047, 1.771479, 1.134856, -0.616147, 0.75067, 0.06276, 0.202908, 0.759074, 0.308868, -0.500869, 0.414613, 0.240662, 0.349181, 0.875121] 0
13227_4 [0.449757, 0.647411, 0.400511, 1.668098, -0.053921, -1.201936, -1.22041, -1.259443, 1.692308, -0.399217, 0.490684, -1.472938, -0.852082, 0.03332, 0.967216, 0.00971, -0.332177, -0.780957, 2.231579, 1.094473, 0.885829, 0.946487, 0.143326, -0.61224, -0.801944, 0.759529, -0.086672, 1.062728, 0.503538, -1.346078, 0.818137, -0.923782, -0.346542, 1.156322, 0.338508, -0.252179, 0.564574, -0.619597, 0.005942, 0.578442, -0.519891, -0.537429, -0.641612, 1.21555, -0.536396, 0.565477, -0.904643, 0.622985, -0.687176, -0.407189, 1.127588, 0.441679, -0.482949, 1.143341, 1.785148, 0.17156, -0.224532, 0.145352, -1.650956, -1.134569, 2.027098, 0.409544, -0.030932, -0.580411] 0
3907_4 [1.141304, 1.368393, -0.346807, -0.862627, 0.58963, -1.318085, -0.963197, -1.241732, -0.449179, 1.549364, -0.920683, 0.516226, -0.701383, 0.062757, -1.812016, -1.0946, -1.254794, -1.691487, 1.427301, 1.654932, 0.067973, -0.228677, -0.037721, -0.959503, -0.5974, -0.952716, -0.008837, -0.107076, -0.957664, 2.431145, 0.336988, 0.956331, -1.324938, 1.191721, 0.143921, -0.65012, 1.251869, -0.891749, 0.382432, -0.825755, 0.064484, -0.584633, 0.310028, -0.2665, -0.074548, 0.275352, -0.412974, 0.229236, -0.608838, 1.451247, 1.965959, 0.207134, 1.219532, 0.15373, 0.176794, -0.622651, -1.393295, 0.892096, -0.21349, 1.11304, 0.825141, 0.188061, 0.268395, -0.764664] 1
2425_4 [0.849852, -0.065063, 1.33194, -1.135138, 1.066596, -0.108753, 1.209558, 1.434649, -0.582727, 0.259087, -0.545288, 0.061137, -0.388093, -0.552598, -0.597529, -0.065238, -0.413759, 0.145088, 0.763376, -1.605378, -0.25425, -0.210106, 0.226325, 0.816117, 0.592513, -0.979186, -0.049631, -0.683943, 1.172121, 0.474506, 0.82377, 0.123493, 0.268586, -2.182186, 0.529443, -0.558892, -0.458949, -0.488615, -0.178235, 0.202375, 1.936598, -0.309701, -0.461079, 0.251677, 1.44653, 0.608232, 1.482305, -0.973593, -0.762376, -0.454962, -2.25004, 0.918126, 0.911207, -1.057622, -0.509951, 0.228804, -0.796162, 0.145361, 2.173382, -0.601414, 0.499656, 1.978786, -0.426087, -0.170848] 1
19886_4 [0.473223, 0.199194, -0.568905, 0.717397, 0.988952, -1.586515, 1.101903, 0.06637, -0.821608, -0.426501, 0.574842, 0.168852, 1.188575, -1.201703, -0.31525, -1.553365, -0.289626, 0.164848, 1.978334, -0.060064, -0.478222, 0.81074, 0.700717, -0.383153, 0.991708, 0.027832, -0.818493, 0.001452, -0.924123, 0.600104, 1.026344, 0.385855, 0.428206, 0.269943, -1.000959, 0.066678, 0.023016, -0.379414, 0.155967, 0.252655, -0.031012, 0.813136, 0.400772, -0.768728, -0.49028, -0.003163, -1.285819, 0.915623, -0.999889, 1.362737, 0.194067, 1.362283, 1.159262, -0.731147, 0.633064, 0.130265, 0.407133, 0.68538, 0.355437, -0.698112, 0.499688, 0.308903, 0.241075, 0.638227] 1
19041_4 [0.805174, 0.421841, 0.193421, -0.093611, 1.164949, -1.874793, -0.347003, -0.295283, -0.579901, 0.565509, 0.574566, 0.593992, 0.269354, -0.125251, -1.244311, -0.831492, -0.049065, -0.699871, 1.859092, 1.642247, 0.103833, -0.252057, 0.077887, -0.320523, 0.192012, -0.636699, -0.319304, -1.030966, -0.751275, 1.360048, 1.119839, 0.535423, -0.712938, 0.862711, -0.014607, -0.457485, 1.025445, -1.088238, 0.411713, -0.08594, 0.562556, -0.871315, -0.499439, -0.915846, 0.392024, -0.352212, -0.993353, 0.126784, -1.095046, 2.148892, 2.2154, 2.378941, 1.615837, -1.085934, -0.258178, -0.777831, -0.465444, 0.762036, 0.699794, 0.804251, 0.886446, 0.638655, -0.289225, 0.127188] 1
3427_4 [0.163798, 0.684673, 0.641554, -1.267235, 0.225357, 0.651323, 0.671457, 0.946023, -1.194107, 0.165674, -0.660467, 0.314731, -0.312714, -0.323523, -0.646715, 0.497586, 0.758096, 0.087327, -0.030794, 0.15529, -0.114339, 0.847444, 0.319172, 1.708044, -0.291336, -0.837384, -1.398601, 0.338063, -0.010955, -0.137615, -0.893056, -0.090032, -1.1079, -1.123159, 0.892192, 0.362736, -1.052727, 0.335501, -0.062782, 0.54113, 1.215944, -0.376236, 0.511633, -0.565616, 1.183591, 0.864911, 1.090829, -0.864202, -0.94135, -0.832824, -2.14509, 0.208822, -0.135418, 1.449855, 0.968709, -0.01837, -0.484163, -0.93507, 1.415887, -1.31687, -1.746773, 0.04338, 2.794199, 1.83303] 1
1761_4 [0.763472, 1.375484, -0.719501, -0.112157, -1.138986, -0.603044, 0.93656, -0.287841, -1.369623, 0.696034, -0.820868, 0.859352, -0.351741, -0.615657, -1.659343, -1.667905, -2.529061, 0.577655, 0.45429, 0.855729, -0.244055, -0.210123, 0.5134, -0.844456, 1.003899, -1.09166, 1.15321, 1.076497, -1.071205, 2.219978, 0.399092, 1.68129, -0.386094, -0.384272, -2.519844, 1.076948, -1.109465, -0.010652, 0.5289, -0.616332, -1.360761, 1.693605, 0.783751, 0.416999, 0.179639, 1.527548, 0.082406, 0.875463, 1.216949, 0.409354, -0.559883, -1.197113, 0.49058, 0.822941, 0.089336, 1.106064, -0.134411, -0.053804, -1.207324, -0.156153, -0.149416, -0.661554, 0.162759, -0.559455] 1
180_4 [0.34306, -0.075589, 0.17842, -0.568051, -0.12235, -0.77203, 1.032818, -0.119314, -0.797427, -0.579481, 0.673663, 0.254523, 1.521381, 0.274438, -0.133164, 0.744404, -1.514983, 1.104322, -1.29438, 0.034265, -0.775216, 0.015857, -0.491686, -0.711965, -0.474194, 0.570699, -0.250155, 1.046877, 0.573343, 0.249313, 1.405965, 1.743594, 0.162221, 1.143953, -0.710613, 0.393344, -0.578679, 2.005855, -1.207683, 0.010224, -0.91937, 1.58647, 0.63342, -0.682396, -0.824708, 0.71235, -0.610425, 0.290411, -0.532947, 0.987353, -1.010508, 0.352761, -0.762492, -0.898827, -1.016953, 0.248946, 0.554426, 0.950038, -1.121819, 0.08144, -1.998158, -0.536618, -0.698059, 0.616639] 1
6978_4 [0.975358, 0.226047, 0.46084, -1.059467, -0.326205, -0.434402, 0.474441, 0.504619, -1.598006, 0.269034, -0.236538, 0.897033, 0.189313, -0.158881, -1.263803, -0.865947, -1.863472, 1.520771, -0.071914, 1.240672, -0.6861, -0.573391, -0.055648, -1.04661, 0.715369, -1.184683, 1.110064, 0.740452, -0.067523, 1.915306, 0.422447, 2.241607, 0.038508, 0.267535, -2.051664, 0.653981, -1.43771, -0.188314, -0.384694, -0.388302, -0.644874, 0.673782, -0.329964, 0.179201, 1.17353, 1.03669, -0.668468, 0.555738, 0.741481, 0.926816, -0.123645, 0.348457, 1.07545, -0.957005, -1.778447, 1.25307, 0.159251, 0.004901, -0.625176, -0.352855, -0.097999, -0.521372, -1.492808, 0.0182] 1
11958_4 [0.901078, -0.119035, -0.038466, -0.85961, 0.994765, -0.99287, 0.66392, 0.423747, 0.384315, 0.809692, 0.053463, -1.194822, 0.518336, -0.52379, -0.371465, 1.133975, -1.336687, -0.383661, -0.693015, -0.939081, 0.666727, 0.002882, -0.568967, -0.375762, -0.341218, 0.698216, 0.16055, 0.798069, 2.272377, -0.094498, 1.267213, 1.209345, 0.426929, -0.431391, 0.109999, -1.889384, 0.232097, -0.044586, -1.721312, 0.647588, 0.64582, -0.464183, 1.768377, -0.259866, 0.390354, -0.157519, -0.02592, -1.057729, -1.061666, 0.519187, -0.655122, 0.832675, 0.219192, -0.383596, -0.602742, -1.070399, -0.798742, 1.392311, 0.84882, -0.457081, -0.706612, 0.813366, -0.507472, -0.236039] 1
14801_4 [0.452006, -0.333581, 2.056541, 0.651717, 0.303237, -0.056492, -1.11642, 0.112145, 1.137912, -0.423317, -0.565821, -0.461411, -1.563194, 0.276836, 1.147736, -0.58369, -0.026261, 0.487127, 2.259784, 0.523269, -0.131732, 0.15611, 0.561184, -0.202396, -0.029057, -1.243484, 0.617937, -0.104111, 0.698782, -0.670663, 0.595494, -1.020274, -0.039299, 0.101721, 0.424213, 0.742454, -0.1283, -0.758513, 0.532846, 0.395898, 0.132774, -0.410437, -2.528946, 1.719458, 1.021435, 1.335548, -0.293591, 0.298954, 0.436203, -1.529359, -0.362537, 0.181648, 0.410267, -0.134238, 0.302201, 1.535764, -0.298722, -1.180482, -0.782813, -1.390153, 3.603527, 1.338007, -1.223829, -0.477709] 1
15180_4 [-0.142713, -0.678718, 1.737138, -0.165104, 0.866808, 0.040801, -1.051228, -0.454963, 0.413455, -1.27373, 0.019917, -0.226135, 0.17475, 1.156008, 1.613078, 1.593939, 1.008009, 0.065574, 0.153528, -0.194177, -0.65345, 0.85641, -0.607409, -0.111536, -1.68949, 0.38721, -1.893089, 0.185346, 0.295909, -1.708938, 0.593218, -0.526429, -0.573648, 2.123951, 2.674735, 0.500323, 0.627818, 1.799849, -0.392028, 0.167262, 0.150842, -0.619751, -1.915402, 0.684781, -0.484087, 0.685884, -0.359017, 0.557265, -1.402802, -0.544577, -0.565227, 0.678756, -1.130033, -0.649167, 0.458321, 0.048991, 0.006505, 0.421289, -1.063956, -0.345423, 0.270834, 0.436274, 0.049389, 0.829433] 0
4556_4 [0.105321, 0.382739, 0.256965, -0.448906, 0.845328, -0.235528, 0.432994, -0.049913, -0.883436, -0.742717, -0.074305, -1.056249, 0.611671, -0.325952, 1.006972, 0.705112, 0.359423, 0.007782, 0.302933, -0.751648, 0.327976, 1.914617, -0.536644, -0.394959, -0.405399, 1.17224, -2.357658, 2.22333, 0.428009, -1.432275, -0.227726, 0.559914, -0.112562, 0.99951, 1.016467, -0.250501, -0.302985, 0.970144, -0.744947, 0.769595, -0.376474, -0.600781, 0.480585, 1.083192, 0.03501, 1.033768, -0.534521, 1.229195, -1.589711, -0.166871, -1.090225, 0.640682, -0.753247, 0.824555, 1.502088, -0.194772, -0.060967, 0.998416, -0.561368, -2.198629, -0.830851, -0.581751, 1.588659, 1.112568] 1
15827_4 [0.008295, -1.133648, -1.060417, 0.559699, 1.747903, -0.036831, 0.198527, 1.095526, 0.020965, -1.025989, -1.11609, -0.672755, 1.069447, -0.745437, 0.505379, 1.078967, -0.176388, -0.422754, -0.353633, -2.606753, -0.139003, 0.863305, -0.720653, -1.211595, 0.167135, 0.828526, -1.112941, -0.01805, -0.228581, -0.684694, -0.879283, -0.160405, 1.604362, 0.553628, 1.256061, -0.774555, -0.251566, -0.035711, -1.220273, -0.491788, 1.409155, -1.42895, 0.24774, 0.978054, 0.009079, -1.880748, -0.363331, 0.965669, -0.706331, -0.548939, -1.14272, -0.482729, 0.552631, -1.963953, -0.34273, -0.732503, 0.212066, 1.492611, 0.803965, -0.752585, -0.051091, 0.876866, -0.164474, -0.074717] 1
1264_4 [0.964891, 0.538716, -0.128812, 1.004726, 0.343106, -2.167573, -0.640011, -1.156715, 1.792256, 0.901435, 0.446081, -0.961361, -0.239087, -0.187717, -0.055911, -0.765731, -1.747046, -1.013394, 1.827477, 0.955888, 0.419929, -0.039414, 0.453504, -0.809226, 0.017625, 0.107522, 1.168402, 0.328319, 0.917723, 0.702278, 1.863371, -0.056423, 0.004429, 0.205372, -0.932139, -0.861168, 1.154366, -0.760988, -0.470774, 0.574416, -0.140541, 0.884354, 0.675014, -0.229649, -0.956825, -0.005893, -1.065756, -0.384049, -0.224586, 0.737296, 0.985881, 0.626893, 0.438101, -0.34887, 0.14285, -0.16743, -0.781534, 0.666014, -0.65748, -0.253613, 1.768443, 1.250931, -1.208012, -0.924309] 1
10677_4 [-0.274078, -0.193814, 0.941015, 1.393856, -0.966935, 0.366371, 0.65741, 0.524668, 0.747578, -0.830929, -0.102145, 0.947614, -0.564612, 0.675019, -0.69727, 0.610945, -0.433868, 0.433959, 0.361574, -0.440761, -0.68026, -1.081139, 1.074668, 1.405427, -0.509051, -1.677462, 0.921699, -2.579131, -0.793522, -0.149668, 1.375304, -1.494385, -0.636556, -1.159376, 0.867532, 1.79159, -0.261274, 1.135477, 1.31186, -0.894484, 0.471652, 1.363954, -1.721868, -0.582278, -0.229745, 0.455604, 1.905688, -0.893122, 0.736051, -1.560407, -1.779879, -1.042012, -0.854073, -0.195508, 0.137915, 0.560496, 0.467352, -1.512122, 0.079144, 1.682525, 0.414746, 1.828256, 0.041228, -0.585504] 1
12381_4 [0.525744, 0.288252, 1.345812, -0.695544, 0.304672, 0.12872, 0.053091, 0.295289, -1.522819, -0.677227, -0.571095, 0.163879, -0.461929, -0.350342, 0.782632, -1.175966, 0.029065, 1.341462, 1.57291, 0.604057, -0.572105, 1.260368, 0.161855, -0.600713, 0.678514, -0.692349, -0.986553, 1.90307, -0.316758, -0.079492, -0.374152, 0.853731, -0.171463, 0.646656, -0.643757, 1.128194, -1.320244, -0.000123, 0.250339, 0.510491, -0.72204, -0.004203, -1.427427, 1.676119, 1.24269, 2.151094, -0.923753, 1.675422, -0.140918, -0.401958, -0.912302, 0.602084, 0.480062, 0.277621, 0.618909, 1.851101, 0.111505, -0.434842, -1.048589, -2.608192, 1.237276, -0.611233, 0.228723, 0.998604] 1
3784_4 [0.922232, 0.573247, 0.107285, -2.062531, 1.142268, -1.075422, 0.300411, 0.158914, -1.047939, 1.035578, -0.283642, 0.04756, 0.480215, -0.015368, -0.976572, 0.577807, -0.890931, -0.528375, -0.763002, 0.211878, 0.120753, 0.099129, -0.950293, -0.415209, -0.203177, 0.241762, -0.71767, 1.053907, 1.061493, 1.224693, 0.347018, 1.623841, -0.34068, 0.114849, 0.061873, -1.216084, 0.130162, 0.057879, -1.43013, 0.312923, 0.965241, -0.713423, 1.458923, -0.447753, 0.454895, 0.116984, -0.11325, -0.537767, -1.339337, 1.461226, -0.389456, 1.322161, 0.500924, -0.693533, -0.847445, -0.803923, -1.137744, 1.383593, 1.055637, -0.368133, -1.741733, 0.127825, 0.30926, 0.810837] 0
6190_4 [-0.175186, -0.180972, -0.431243, -0.829117, 0.538067, 0.839846, -0.060498, 1.74873, -1.157409, 0.188212, -1.641042, -0.265137, -0.982194, -0.576461, -0.122249, 1.320523, 0.620838, 0.553931, -1.29703, -0.700848, 1.173295, 0.520835, -1.173064, -0.106747, 0.952372, 0.09782, -0.753399, 1.410802, 0.446335, -0.802538, -1.73063, 0.562156, 0.48421, -0.691572, -0.196115, -0.262154, -1.262051, -0.877888, -0.511116, 0.659563, 0.70838, -2.572531, 0.626605, 1.888849, 2.517064, 0.004848, 0.397437, 0.196352, 0.507633, -1.017848, -0.94105, -0.111837, 0.41235, 0.956713, 0.572242, -0.226606, -0.685983, -0.105052, 0.973138, -2.118171, -0.90539, -0.608164, 2.144858, 1.412355] 0
18818_4 [0.242842, 0.24987, 0.395607, -0.413296, 1.123592, -0.337659, 0.312958, 0.159885, -0.778705, -0.595679, -0.08338, -1.063068, 0.425181, -0.57041, 0.949402, 0.359702, 0.545231, -0.0317, 0.809966, -0.675317, 0.35881, 1.869908, -0.349056, -0.226517, -0.156375, 0.898715, -2.242336, 1.864295, 0.48861, -1.350969, -0.252515, 0.308973, -0.074815, 0.644382, 0.99054, -0.359321, -0.26169, 0.451309, -0.633595, 0.882414, 0.05263, -0.831597, 0.309495, 1.008801, 0.325431, 0.847807, -0.590537, 1.036961, -1.626169, -0.16497, -0.996912, 0.972739, -0.278949, 0.590284, 1.488792, -0.123492, -0.193611, 0.79629, -0.103196, -2.333728, -0.305528, -0.252638, 1.489586, 1.094891] 0
19013_4 [0.260633, -0.11227, 1.270662, -0.263607, -0.886639, -0.157055, -0.238294, 0.268623, 1.011995, 0.362393, 0.22298, 0.796277, -0.577263, 1.078599, -0.976636, 1.268064, -0.699256, 0.61094, -0.833033, 1.636475, -0.385131, -1.454555, 0.436377, 1.388772, -1.103902, -1.577325, 1.592025, -1.585183, 0.991105, 0.52042, 1.505675, -0.213389, -1.099628, -0.506369, 0.124547, 0.838353, -0.239955, 0.851927, -0.220141, 0.025149, 0.546521, 0.977973, -0.421857, -1.704371, 0.315976, 0.425597, 0.81294, -2.335653, 0.496347, -0.503447, -0.785936, 0.033016, -0.560698, 0.1187, -1.127272, 0.280444, -0.235539, -1.601873, 0.206539, 1.318329, -0.829442, 0.944477, -0.17843, 0.618357] 0
